book_id,goodreads_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,title,language_code,average_rating,ratings_count,image_url,rating_counts,tags,ratings
768,21686,1234227,134,038073186X,9780380731860.0,['Dennis Lehane'],2003.0,Shutter Island,eng,4.07,113718,https://images.gr-assets.com/books/1329269081m/21686.jpg,"{'ratings_1': 1636, 'ratings_2': 4727, 'ratings_3': 22089, 'ratings_4': 49875, 'ratings_5': 45705}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 20939, 'tag_name': 'mystery'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 30358, 'tag_name': 'thriller'}, {'tag_id': 11557, 'tag_name': 'favorites'}]","[{'user': {'user_id': 247, 'user_name': 'Greg Johnson'}, 'rating': 3}, {'user': {'user_id': 203, 'user_name': 'Christopher Huff'}, 'rating': 4}]"
1176,21671,1234249,97,60584750,9780060584760.0,['Dennis Lehane'],2001.0,Mystic River,en-US,4.19,86103,https://images.gr-assets.com/books/1407109549m/21671.jpg,"{'ratings_1': 943, 'ratings_2': 2406, 'ratings_3': 13458, 'ratings_4': 36410, 'ratings_5': 38031}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 20939, 'tag_name': 'mystery'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 8517, 'tag_name': 'crime'}]","[{'user': {'user_id': 18, 'user_name': 'Dale Peterson'}, 'rating': 3}, {'user': {'user_id': 247, 'user_name': 'Greg Johnson'}, 'rating': 5}, {'user': {'user_id': 395, 'user_name': 'Sandra Holmes'}, 'rating': 3}]"
4342,365006,1235048,36,1595541896,9781595541900.0,['Frank E. Peretti'],1995.0,The Oath,eng,4.06,21092,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 365, 'ratings_2': 1142, 'ratings_3': 4461, 'ratings_4': 7532, 'ratings_5': 9218}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 7077, 'tag_name': 'christian'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11557, 'tag_name': 'favorites'}]","[{'user': {'user_id': 357, 'user_name': 'Emily Robinson'}, 'rating': 4}]"
1582,48328,1235136,92,413757102,9780413757100.0,['Richard Yates'],1961.0,Revolutionary Road,eng,3.89,56550,https://images.gr-assets.com/books/1353721885m/48328.jpg,"{'ratings_1': 1576, 'ratings_2': 4445, 'ratings_3': 14100, 'ratings_4': 23791, 'ratings_5': 20808}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 7457, 'tag_name': 'classics'}]","[{'user': {'user_id': 232, 'user_name': 'Thomas Johnson'}, 'rating': 4}]"
523,133518,1235619,56,767902890,9780767902890.0,"[""Tim O'Brien""]",1990.0,The Things They Carried,en-US,4.12,168678,https://images.gr-assets.com/books/1424663847m/133518.jpg,"{'ratings_1': 2623, 'ratings_2': 7845, 'ratings_3': 30102, 'ratings_4': 65204, 'ratings_5': 75385}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 26735, 'tag_name': 'school'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 5207, 'tag_name': 'books-i-own'}, {'tag_id': 22743, 'tag_name': 'owned'}]","[{'user': {'user_id': 89, 'user_name': 'Justin Hall'}, 'rating': 5}, {'user': {'user_id': 136, 'user_name': 'Jasmine Blackburn'}, 'rating': 4}, {'user': {'user_id': 168, 'user_name': 'Kevin Meadows'}, 'rating': 4}, {'user': {'user_id': 206, 'user_name': 'George Sanchez'}, 'rating': 5}, {'user': {'user_id': 232, 'user_name': 'Thomas Johnson'}, 'rating': 4}, {'user': {'user_id': 243, 'user_name': 'Lee Stephens'}, 'rating': 2}, {'user': {'user_id': 399, 'user_name': 'Stephen Pugh'}, 'rating': 4}, {'user': {'user_id': 440, 'user_name': 'Erin Zuniga'}, 'rating': 3}, {'user': {'user_id': 446, 'user_name': 'Cathy Jones'}, 'rating': 4}, {'user': {'user_id': 447, 'user_name': 'Laura Nelson'}, 'rating': 5}]"
9874,64794,1237369,32,60959681,9780060959680.0,['Gary Zukav'],1979.0,The Dancing Wu Li Masters: An Overview of the New Physics,en-US,4.02,7739,https://images.gr-assets.com/books/1410138626m/64794.jpg,"{'ratings_1': 184, 'ratings_2': 397, 'ratings_3': 1691, 'ratings_4': 2931, 'ratings_5': 3200}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 26816, 'tag_name': 'science'}, {'tag_id': 21689, 'tag_name': 'non-fiction'}, {'tag_id': 23569, 'tag_name': 'physics'}]","[{'user': {'user_id': 137, 'user_name': 'Thomas Chambers'}, 'rating': 4}]"
3479,106393,1241552,21,1416521690,9781416521690.0,['Sister Souljah'],1999.0,The Coldest Winter Ever,en-US,4.47,23737,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 311, 'ratings_2': 657, 'ratings_3': 2282, 'ratings_4': 5552, 'ratings_5': 16474}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 1753, 'tag_name': 'african-american'}]","[{'user': {'user_id': 286, 'user_name': 'Cole Hernandez'}, 'rating': 4}, {'user': {'user_id': 364, 'user_name': 'Christina Calderon'}, 'rating': 1}]"
5192,76740,1247570,80,1857988221,9781857988220.0,['Alfred Bester'],1953.0,The Demolished Man,eng,3.99,20685,https://images.gr-assets.com/books/1360171879m/76740.jpg,"{'ratings_1': 316, 'ratings_2': 1133, 'ratings_3': 4706, 'ratings_4': 8534, 'ratings_5': 7785}","[{'tag_id': 26837, 'tag_name': 'science-fiction'}, {'tag_id': 26771, 'tag_name': 'sci-fi'}, {'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]","[{'user': {'user_id': 112, 'user_name': 'David Harper'}, 'rating': 4}]"
7407,11031,1248065,103,156029588,9780156029580.0,"['Arturo Pérez-Reverte', 'Margaret Jull Costa']",1990.0,La tabla de Flandes,en-CA,3.8,11868,https://images.gr-assets.com/books/1328874807m/11031.jpg,"{'ratings_1': 258, 'ratings_2': 1074, 'ratings_3': 3854, 'ratings_4': 5874, 'ratings_5': 3795}","[{'tag_id': 20939, 'tag_name': 'mystery'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 14487, 'tag_name': 'historical-fiction'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 30358, 'tag_name': 'thriller'}]","[{'user': {'user_id': 167, 'user_name': 'Timothy Hall'}, 'rating': 3}]"
373,6319,1249788,197,141311371,9780141311370.0,"['Roald Dahl', 'Quentin Blake']",1982.0,The BFG,eng,4.22,245855,https://images.gr-assets.com/books/1327872673m/6319.jpg,"{'ratings_1': 2987, 'ratings_2': 7906, 'ratings_3': 42480, 'ratings_4': 86105, 'ratings_5': 124891}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 6953, 'tag_name': 'childrens'}, {'tag_id': 11305, 'tag_name': 'fantasy'}, {'tag_id': 6888, 'tag_name': 'children-s'}, {'tag_id': 6828, 'tag_name': 'childhood'}]","[{'user': {'user_id': 4, 'user_name': 'Tracy Howard'}, 'rating': 4}, {'user': {'user_id': 32, 'user_name': 'Kaitlyn Walsh'}, 'rating': 5}, {'user': {'user_id': 89, 'user_name': 'Justin Hall'}, 'rating': 4}, {'user': {'user_id': 29, 'user_name': 'Carla Ortiz'}, 'rating': 5}, {'user': {'user_id': 124, 'user_name': 'Valerie Schmidt'}, 'rating': 4}, {'user': {'user_id': 137, 'user_name': 'Thomas Chambers'}, 'rating': 3}, {'user': {'user_id': 158, 'user_name': 'Justin Thomas'}, 'rating': 4}, {'user': {'user_id': 191, 'user_name': 'Cynthia Mcdonald'}, 'rating': 4}, {'user': {'user_id': 179, 'user_name': 'Barbara Carrillo'}, 'rating': 5}, {'user': {'user_id': 206, 'user_name': 'George Sanchez'}, 'rating': 4}, {'user': {'user_id': 228, 'user_name': 'Tammy Conrad'}, 'rating': 4}, {'user': {'user_id': 243, 'user_name': 'Lee Stephens'}, 'rating': 4}, {'user': {'user_id': 344, 'user_name': 'Ryan Charles'}, 'rating': 4}, {'user': {'user_id': 401, 'user_name': 'Lisa Gonzales'}, 'rating': 4}, {'user': {'user_id': 439, 'user_name': 'Rachel Powell'}, 'rating': 5}, {'user': {'user_id': 446, 'user_name': 'Cathy Jones'}, 'rating': 4}]"
3091,12657,1251662,56,375760385,9780375760390.0,['James A. Michener'],1965.0,The Source,eng,4.3,31499,https://images.gr-assets.com/books/1412531751m/12657.jpg,"{'ratings_1': 296, 'ratings_2': 906, 'ratings_3': 4489, 'ratings_4': 10412, 'ratings_5': 16996}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 14487, 'tag_name': 'historical-fiction'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 11557, 'tag_name': 'favorites'}]","[{'user': {'user_id': 370, 'user_name': 'Lisa Irwin'}, 'rating': 5}]"
9049,395220,1252977,16,895941228,9780895941220.0,['Audre Lorde'],1982.0,Zami: A New Spelling of My Name,eng,4.2,9549,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 218, 'ratings_2': 347, 'ratings_3': 1384, 'ratings_4': 3101, 'ratings_5': 4660}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 19733, 'tag_name': 'memoir'}, {'tag_id': 11665, 'tag_name': 'feminism'}, {'tag_id': 21689, 'tag_name': 'non-fiction'}]","[{'user': {'user_id': 175, 'user_name': 'Blake Morris'}, 'rating': 4}]"
1159,77163,1253009,30,068484477X,9780684844770.0,['Ursula Hegi'],1994.0,Stones from the River,en-GB,4.07,80056,https://images.gr-assets.com/books/1366513909m/77163.jpg,"{'ratings_1': 1355, 'ratings_2': 3708, 'ratings_3': 15019, 'ratings_4': 29243, 'ratings_5': 31959}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 14487, 'tag_name': 'historical-fiction'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 4949, 'tag_name': 'book-club'}]","[{'user': {'user_id': 72, 'user_name': 'Joseph Cummings'}, 'rating': 5}, {'user': {'user_id': 396, 'user_name': 'Jill Jones'}, 'rating': 5}, {'user': {'user_id': 429, 'user_name': 'Amanda Mendez'}, 'rating': 3}]"
879,41681,1253187,534,1884365302,9781884365300.0,"['Upton Sinclair', 'Earl Lee', 'Kathleen DeGrave']",1906.0,The Jungle,eng,3.72,97468,https://images.gr-assets.com/books/1332140681m/41681.jpg,"{'ratings_1': 3719, 'ratings_2': 9393, 'ratings_3': 29116, 'ratings_4': 39239, 'ratings_5': 28055}","[{'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 7404, 'tag_name': 'classic'}, {'tag_id': 22743, 'tag_name': 'owned'}]","[{'user': {'user_id': 26, 'user_name': 'Daniel King'}, 'rating': 4}, {'user': {'user_id': 245, 'user_name': 'Holly Johnson'}, 'rating': 4}, {'user': {'user_id': 21, 'user_name': 'Alan Dalton'}, 'rating': 3}, {'user': {'user_id': 276, 'user_name': 'Dr. Amy Rodriguez'}, 'rating': 4}, {'user': {'user_id': 324, 'user_name': 'Lindsey Clark'}, 'rating': 4}, {'user': {'user_id': 270, 'user_name': 'Michael Williams'}, 'rating': 3}, {'user': {'user_id': 357, 'user_name': 'Emily Robinson'}, 'rating': 4}, {'user': {'user_id': 337, 'user_name': 'Sheri Gardner'}, 'rating': 4}, {'user': {'user_id': 303, 'user_name': 'Brad Joseph'}, 'rating': 5}]"
2693,77711,1253374,67,812515285,9780812515280.0,['Vernor Vinge'],1992.0,A Fire Upon The Deep,eng,4.13,37986,https://images.gr-assets.com/books/1333915005m/77711.jpg,"{'ratings_1': 654, 'ratings_2': 1672, 'ratings_3': 6494, 'ratings_4': 14506, 'ratings_5': 17182}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 26837, 'tag_name': 'science-fiction'}, {'tag_id': 26771, 'tag_name': 'sci-fi'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11743, 'tag_name': 'fiction'}]","[{'user': {'user_id': 168, 'user_name': 'Kevin Meadows'}, 'rating': 4}]"
833,5355,1254155,112,385339666,9780385339670.0,['John Grisham'],1994.0,The Chamber,eng,3.76,102715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 1706, 'ratings_2': 7154, 'ratings_3': 32686, 'ratings_4': 38347, 'ratings_5': 26913}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 16518, 'tag_name': 'john-grisham'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 20939, 'tag_name': 'mystery'}]","[{'user': {'user_id': 137, 'user_name': 'Thomas Chambers'}, 'rating': 2}, {'user': {'user_id': 322, 'user_name': 'William Lewis'}, 'rating': 3}]"
5463,24963,1258632,55,689840349,9780689840340.0,['Susan Cooper'],1974.0,Greenwitch,eng,4.0,21364,https://images.gr-assets.com/books/1347322295m/24963.jpg,"{'ratings_1': 201, 'ratings_2': 933, 'ratings_3': 5676, 'ratings_4': 8641, 'ratings_5': 8080}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11305, 'tag_name': 'fantasy'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 32989, 'tag_name': 'ya'}, {'tag_id': 6953, 'tag_name': 'childrens'}]","[{'user': {'user_id': 113, 'user_name': 'Lisa Bender'}, 'rating': 5}, {'user': {'user_id': 116, 'user_name': 'Catherine Zimmerman'}, 'rating': 5}]"
4444,2050,1263111,132,394758277,9780394758280.0,['Raymond Chandler'],1940.0,"Farewell, My Lovely",eng,4.17,21864,https://images.gr-assets.com/books/1465778099m/2050.jpg,"{'ratings_1': 87, 'ratings_2': 505, 'ratings_3': 4045, 'ratings_4': 10063, 'ratings_5': 9320}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 20939, 'tag_name': 'mystery'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 21672, 'tag_name': 'noir'}, {'tag_id': 11557, 'tag_name': 'favorites'}]","[{'user': {'user_id': 404, 'user_name': 'Nicholas Medina'}, 'rating': 4}]"
5035,9530,1267146,33,965925072,9780965925080.0,['Robert Kurson'],2004.0,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,eng,4.26,16917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 185, 'ratings_2': 419, 'ratings_3': 2485, 'ratings_4': 7204, 'ratings_5': 8970}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 21689, 'tag_name': 'non-fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 21773, 'tag_name': 'nonfiction'}, {'tag_id': 14552, 'tag_name': 'history'}]","[{'user': {'user_id': 128, 'user_name': 'Bethany Smith'}, 'rating': 4}]"
9739,94798,1267619,18,765354705,9780765354710.0,['Eric S. Nylund'],2006.0,Ghosts of Onyx,en-US,4.15,7997,https://images.gr-assets.com/books/1317792529m/94798.jpg,"{'ratings_1': 55, 'ratings_2': 305, 'ratings_3': 1627, 'ratings_4': 3260, 'ratings_5': 3702}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 13881, 'tag_name': 'halo'}, {'tag_id': 26837, 'tag_name': 'science-fiction'}, {'tag_id': 26771, 'tag_name': 'sci-fi'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]","[{'user': {'user_id': 228, 'user_name': 'Tammy Conrad'}, 'rating': 5}]"
4561,24731,1267673,9,014023828X,9780140238280.0,['T.C. Boyle'],1995.0,The Tortilla Curtain,eng,3.64,20921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 1006, 'ratings_2': 2225, 'ratings_3': 5792, 'ratings_4': 8425, 'ratings_5': 5172}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 4949, 'tag_name': 'book-club'}, {'tag_id': 11557, 'tag_name': 'favorites'}]","[{'user': {'user_id': 136, 'user_name': 'Jasmine Blackburn'}, 'rating': 3}]"
7370,267243,1268146,37,743263065,9780743263060.0,['William  Kennedy'],1983.0,Ironweed,eng,3.86,12194,https://images.gr-assets.com/books/1408926209m/267243.jpg,"{'ratings_1': 267, 'ratings_2': 860, 'ratings_3': 3338, 'ratings_4': 5030, 'ratings_5': 3957}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 24609, 'tag_name': 'pulitzer'}, {'tag_id': 26256, 'tag_name': 'rory-gilmore-reading-challenge'}, {'tag_id': 24624, 'tag_name': 'pulitzer-prize'}]","[{'user': {'user_id': 219, 'user_name': 'Cathy Thompson DVM'}, 'rating': 4}, {'user': {'user_id': 322, 'user_name': 'William Lewis'}, 'rating': 4}]"
1151,6858,1268422,51,312976275,9780312976280.0,['Janet Evanovich'],2000.0,Hot Six,eng,4.18,99329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 261, 'ratings_2': 1761, 'ratings_3': 18757, 'ratings_4': 40597, 'ratings_5': 41828}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 20939, 'tag_name': 'mystery'}, {'tag_id': 16184, 'tag_name': 'janet-evanovich'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 15048, 'tag_name': 'humor'}]","[{'user': {'user_id': 203, 'user_name': 'Christopher Huff'}, 'rating': 4}]"
8763,40313,1268433,21,031298328X,9780312983280.0,"['Janet Evanovich', 'Charlotte Hughes']",2002.0,Full Tilt,en-US,3.7,14923,https://images.gr-assets.com/books/1479699860m/40313.jpg,"{'ratings_1': 261, 'ratings_2': 1407, 'ratings_3': 5010, 'ratings_4': 4769, 'ratings_5': 3986}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 16184, 'tag_name': 'janet-evanovich'}, {'tag_id': 26138, 'tag_name': 'romance'}, {'tag_id': 20939, 'tag_name': 'mystery'}, {'tag_id': 11743, 'tag_name': 'fiction'}]","[{'user': {'user_id': 203, 'user_name': 'Christopher Huff'}, 'rating': 3}]"
4726,226004,1270006,39,812536355,9780812536360.0,['Vernor Vinge'],1998.0,A Deepness in the Sky,en-US,4.32,21876,https://images.gr-assets.com/books/1217218691m/226004.jpg,"{'ratings_1': 174, 'ratings_2': 543, 'ratings_3': 2822, 'ratings_4': 8081, 'ratings_5': 11857}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 26837, 'tag_name': 'science-fiction'}, {'tag_id': 26771, 'tag_name': 'sci-fi'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11743, 'tag_name': 'fiction'}]","[{'user': {'user_id': 168, 'user_name': 'Kevin Meadows'}, 'rating': 4}]"
7351,32807,1272308,64,425199320,9780425199330.0,['Clive Cussler'],2003.0,Trojan Odyssey,eng,3.92,13635,https://images.gr-assets.com/books/1371338649m/32807.jpg,"{'ratings_1': 97, 'ratings_2': 536, 'ratings_3': 3901, 'ratings_4': 5973, 'ratings_5': 4061}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 7541, 'tag_name': 'clive-cussler'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 1691, 'tag_name': 'adventure'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]","[{'user': {'user_id': 370, 'user_name': 'Lisa Irwin'}, 'rating': 3}]"
48,4381,1272463,507,307347974,9780307347980.0,['Ray Bradbury'],1953.0,Fahrenheit 451,spa,3.97,570498,https://images.gr-assets.com/books/1351643740m/4381.jpg,"{'ratings_1': 28366, 'ratings_2': 64289, 'ratings_3': 238242, 'ratings_4': 426292, 'ratings_5': 419051}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 7457, 'tag_name': 'classics'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 11557, 'tag_name': 'favorites'}, {'tag_id': 11743, 'tag_name': 'fiction'}]","[{'user': {'user_id': 4, 'user_name': 'Tracy Howard'}, 'rating': 4}, {'user': {'user_id': 18, 'user_name': 'Dale Peterson'}, 'rating': 4}, {'user': {'user_id': 22, 'user_name': 'Luis Black'}, 'rating': 5}, {'user': {'user_id': 26, 'user_name': 'Daniel King'}, 'rating': 4}, {'user': {'user_id': 29, 'user_name': 'Carla Ortiz'}, 'rating': 4}, {'user': {'user_id': 126, 'user_name': 'Jason Hendrix'}, 'rating': 3}, {'user': {'user_id': 125, 'user_name': 'Barbara Jones'}, 'rating': 4}, {'user': {'user_id': 167, 'user_name': 'Timothy Hall'}, 'rating': 4}, {'user': {'user_id': 233, 'user_name': 'Michael Lester'}, 'rating': 3}, {'user': {'user_id': 116, 'user_name': 'Catherine Zimmerman'}, 'rating': 4}, {'user': {'user_id': 207, 'user_name': 'Jeanne Hamilton'}, 'rating': 5}, {'user': {'user_id': 274, 'user_name': 'Jerry Todd'}, 'rating': 5}, {'user': {'user_id': 247, 'user_name': 'Greg Johnson'}, 'rating': 3}, {'user': {'user_id': 319, 'user_name': 'Patrick Short'}, 'rating': 5}, {'user': {'user_id': 344, 'user_name': 'Ryan Charles'}, 'rating': 4}, {'user': {'user_id': 357, 'user_name': 'Emily Robinson'}, 'rating': 4}, {'user': {'user_id': 299, 'user_name': 'Rebecca Ingram'}, 'rating': 2}, {'user': {'user_id': 175, 'user_name': 'Blake Morris'}, 'rating': 4}, {'user': {'user_id': 203, 'user_name': 'Christopher Huff'}, 'rating': 3}, {'user': {'user_id': 287, 'user_name': 'Brandon Burke'}, 'rating': 4}, {'user': {'user_id': 222, 'user_name': 'Michelle Wang'}, 'rating': 4}, {'user': {'user_id': 399, 'user_name': 'Stephen Pugh'}, 'rating': 4}, {'user': {'user_id': 447, 'user_name': 'Laura Nelson'}, 'rating': 3}, {'user': {'user_id': 453, 'user_name': 'Daniel Clay'}, 'rating': 5}]"
9664,179174,1275077,68,316358320,9780316358320.0,['Hergé'],1943.0,Le secret de la Licorne,eng,4.26,8925,https://images.gr-assets.com/books/1344263637m/179174.jpg,"{'ratings_1': 36, 'ratings_2': 214, 'ratings_3': 1679, 'ratings_4': 3880, 'ratings_5': 5011}","[{'tag_id': 13561, 'tag_name': 'graphic-novels'}, {'tag_id': 30483, 'tag_name': 'tintin'}, {'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 7739, 'tag_name': 'comic'}, {'tag_id': 4044, 'tag_name': 'bd'}]","[{'user': {'user_id': 25, 'user_name': 'Cheryl Ross'}, 'rating': 5}, {'user': {'user_id': 106, 'user_name': 'Edward Fleming'}, 'rating': 2}, {'user': {'user_id': 301, 'user_name': 'Sean Morgan'}, 'rating': 4}]"
6440,99219,1278722,45,765340771,9780765340770.0,"['Brian Herbert', 'Kevin J. Anderson']",2002.0,Dune: The Butlerian Jihad,eng,3.57,14868,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 993, 'ratings_2': 1695, 'ratings_3': 4320, 'ratings_4': 5026, 'ratings_5': 3819}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 26837, 'tag_name': 'science-fiction'}, {'tag_id': 26771, 'tag_name': 'sci-fi'}, {'tag_id': 10007, 'tag_name': 'dune'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}]","[{'user': {'user_id': 301, 'user_name': 'Sean Morgan'}, 'rating': 2}]"
3971,182496,1279777,23,440132940,9780440132940.0,['Belva Plain'],1978.0,Evergreen,eng,3.98,23790,https://images.gr-assets.com/books/1392996056m/182496.jpg,"{'ratings_1': 256, 'ratings_2': 1055, 'ratings_3': 5970, 'ratings_4': 8544, 'ratings_5': 8406}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 14487, 'tag_name': 'historical-fiction'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 26138, 'tag_name': 'romance'}]","[{'user': {'user_id': 370, 'user_name': 'Lisa Irwin'}, 'rating': 5}]"
4525,207569,1282066,46,440779030,9780440779030.0,['Elizabeth George Speare'],1983.0,The Sign of the Beaver,eng,3.77,20450,https://images.gr-assets.com/books/1362166273m/207569.jpg,"{'ratings_1': 728, 'ratings_2': 1976, 'ratings_3': 6936, 'ratings_4': 8879, 'ratings_5': 7081}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 14487, 'tag_name': 'historical-fiction'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 8717, 'tag_name': 'currently-reading'}, {'tag_id': 33114, 'tag_name': 'young-adult'}]","[{'user': {'user_id': 212, 'user_name': 'Christopher Taylor'}, 'rating': 3}]"
7513,116343,1282681,59,60548266,9780060548260.0,['Mary  Stewart'],1973.0,The Hollow Hills,eng,4.23,17045,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,"{'ratings_1': 47, 'ratings_2': 286, 'ratings_3': 2851, 'ratings_4': 7117, 'ratings_5': 7732}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 11305, 'tag_name': 'fantasy'}, {'tag_id': 11743, 'tag_name': 'fiction'}, {'tag_id': 14487, 'tag_name': 'historical-fiction'}, {'tag_id': 3140, 'tag_name': 'arthurian'}]","[{'user': {'user_id': 370, 'user_name': 'Lisa Irwin'}, 'rating': 5}, {'user': {'user_id': 372, 'user_name': 'Stephanie Newman'}, 'rating': 4}]"
888,98573,1285373,33,747532036,9780747532030.0,['Crockett Johnson'],1955.0,Harold and the Purple Crayon,eng,4.24,107221,https://images.gr-assets.com/books/1327390957m/98573.jpg,"{'ratings_1': 1865, 'ratings_2': 4213, 'ratings_3': 17288, 'ratings_4': 28357, 'ratings_5': 58029}","[{'tag_id': 30574, 'tag_name': 'to-read'}, {'tag_id': 23605, 'tag_name': 'picture-books'}, {'tag_id': 6953, 'tag_name': 'childrens'}, {'tag_id': 6895, 'tag_name': 'children-s-books'}, {'tag_id': 6857, 'tag_name': 'children'}]","[{'user': {'user_id': 222, 'user_name': 'Michelle Wang'}, 'rating': 5}]"
